,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
199436,5000,5001,1,5001,100965.97,100966.97,1,100966.97,131609,131610,1,131610,0,0.00019996,5001,1,86851.37,0.860205768,100966.97,86852.37,188096.8,1.429205987,131610,188097.8
199523,5000,5001,1,5001,139422,139423,1,139423,250577,250578,1,250578,0,0.00019996,5001,1,269192,1.930764651,139423,269193,348608,1.391219501,250578,348609
199527,5000,5001,1,5001,148035,148036,1,148036,464313,464314,1,464314,18577.6,3.714977005,5001,18578.6,593810,4.011260774,148036,593811,476190,1.025579672,464314,476191
199982,5000,5001,1,5001,169890,169891,1,169891,305416,305417,1,305417,0,0.00019996,5001,1,150360,0.88504394,169891,150361,138106,0.452191594,305417,138107
200113,0,1,1,1,63020.66,63021.66,1,63021.66,238089.68,238090.68,1,238090.68,31362.176,31363.176,1,31363.176,402290.76,6.383388822,63021.66,402291.76,381906.95,1.604044098,238090.68,381907.95
200316,1000,1001,1,1001,74057.16,74058.16,1,74058.16,230093.88,230094.88,1,230094.88,0,0.000999001,1001,1,107167.29,1.447082806,74058.16,107168.29,70690.2,0.307226306,230094.88,70691.2
200339,5000,5001,1,5001,47245,47246,1,47246,156428,156429,1,156429,0,0.00019996,5001,1,73620,1.558248317,47246,73621,136838,0.874767466,156429,136839
200438,3000,3001,1,3001,169736.31,169737.31,1,169737.31,176022.23,176023.23,1,176023.23,26309.424,8.767218927,3001,26310.424,500454.46,2.948411637,169737.31,500455.46,466066.65,2.647762173,176023.23,466067.65
200460,5000,5001,1,5001,31470,31471,1,31471,69546,69547,1,69547,0,0.00019996,5001,1,58950,1.873184837,31471,58951,102306,1.471048356,69547,102307
200678,5000,5001,1,5001,116090,116091,1,116091,722011.704,722012.704,1,722012.704,0,0.00019996,5001,1,300048,2.584601735,116091,300049,2006477.824,2.779007645,722012.704,2006478.824
200776,4000,4001,1,4001,38196,38197,1,38197,71193,71194,1,71194,0,0.000249938,4001,1,88980,2.329528497,38197,88981,152100,2.136430036,71194,152101
200779,5000,5001,1,5001,127561.3971,127562.3971,1,127562.3971,235002.552,235003.552,1,235003.552,16080,3.215556889,5001,16081,461914.9833,3.621098331,127562.3971,461915.9833,518399.9093,2.205927974,235003.552,518400.9093
200822,5000,5001,1,5001,145902,145903,1,145903,174706,174707,1,174707,16284.1467,3.256378064,5001,16285.1467,518425,3.553223717,145903,518426,489445,2.801524839,174707,489446
200963,5000,5001,1,5001,134270,134271,1,134271,207163,207164,1,207164,0,0.00019996,5001,1,170930,1.273029917,134271,170931,470718,2.27220463,207164,470719
200965,5000,5001,1,5001,154980,154981,1,154981,247262,247263,1,247263,0,0.00019996,5001,1,423350,2.731631619,154981,423351,724054,2.928278796,247263,724055
200972,4000,4001,1,4001,369360,369361,1,369361,156240,156241,1,156241,0,0.000249938,4001,1,182160,0.49317876,369361,182161,446400,2.857130971,156241,446401
201270,5333.3333,5334.3333,1,5334.3333,11535.4,11536.4,1,11536.4,38870.6,38871.6,1,38871.6,10616.4267,1.99039432,5334.3333,10617.4267,114891.6,9.959138033,11536.4,114892.6,94701.8,2.436297966,38871.6,94702.8
201359,4000,4001,1,4001,47868,47869,1,47869,171558,171559,1,171559,0,0.000249938,4001,1,69288,1.447471224,47869,69289,474600,2.766401063,171559,474601
201516,0,1,1,1,92870.1,92871.1,1,92871.1,110198.51,110199.51,1,110199.51,0,1,1,1,77566.6,0.835217845,92871.1,77567.6,59390.68,0.538946861,110199.51,59391.68
201553,0,1,1,1,3800,3801,1,3801,325910,325911,1,325911,11066.6667,11067.6667,1,11067.6667,187226,49.25730071,3801,187227,192656,0.591133776,325911,192657
201628,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,112032,112033,1,112033,194400,194401,1,194401
201629,0,1,1,1,88860,88861,1,88861,74281,74282,1,74282,10342.2,10343.2,1,10343.2,252353,2.83987351,88861,252354,230935,3.108909292,74282,230936
201632,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,402905,402906,1,402906,549093,549094,1,549094
201724,0,1,1,1,0,1,1,1,0,1,1,1,25000,25001,1,25001,0,1,1,1,0,1,1,1
201758,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,274360,274361,1,274361,684000,684001,1,684001
201818,0,1,1,1,0,1,1,1,0,1,1,1,25000,25001,1,25001,0,1,1,1,0,1,1,1
201834,0,1,1,1,0,1,1,1,0,1,1,1,12669.6233,12670.6233,1,12670.6233,451240,451241,1,451241,439311,439312,1,439312
201901,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,91486,91487,1,91487,146493,146494,1,146494
201903,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,82061,82062,1,82062,143724,143725,1,143725
201916,0,1,1,1,0,1,1,1,0,1,1,1,6000,6001,1,6001,183188,183189,1,183189,273290,273291,1,273291
202348,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,173710,173711,1,173711,298300,298301,1,298301
202364,0,1,1,1,0,1,1,1,0,1,1,1,10920.8333,10921.8333,1,10921.8333,228810,228811,1,228811,227451,227452,1,227452
202380,0,1,1,1,0,1,1,1,0,1,1,1,10813.3333,10814.3333,1,10814.3333,286993,286994,1,286994,270425,270426,1,270426
202395,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,161136,161137,1,161137,276480,276481,1,276481
202471,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,180530,180531,1,180531,289893,289894,1,289894
202905,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,10610,10611,1,10611,75519,75520,1,75520
202911,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,267480,267481,1,267481,460039,460040,1,460040
202913,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,397800,397801,1,397801,388960,388961,1,388961
202930,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,169320,169321,1,169321,336600,336601,1,336601
203211,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,446120,446121,1,446121,416100,416101,1,416101
203237,0,1,1,1,0,1,1,1,0,1,1,1,4000,4001,1,4001,4510,4511,1,4511,1435,1436,1,1436
203240,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,101480,101481,1,101481,184820,184821,1,184821
203448,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,250655,250656,1,250656,362778,362779,1,362779
203452,0,1,1,1,0,1,1,1,0,1,1,1,21363.3333,21364.3333,1,21364.3333,458490,458491,1,458491,417690,417691,1,417691
203455,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,148690,148691,1,148691,221361,221362,1,221362
203462,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,128079,128080,1,128080,460752,460753,1,460753
203465,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,83941,83942,1,83942,214140,214141,1,214141
203625,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,188,189,1,189
203626,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,484128,484129,1,484129,447120,447121,1,447121
203672,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
203713,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,0,1,1,1
203716,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,282035.8,282036.8,1,282036.8,297090,297091,1,297091
203729,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,0,1,1,1
203731,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,93840,93841,1,93841,166770,166771,1,166771
203733,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,256608,256609,1,256609,370512,370513,1,370513
203777,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,304000,304001,1,304001,676400,676401,1,676401
203793,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,0,1,1,1
203860,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,323380,323381,1,323381,262922,262923,1,262923
203960,0,1,1,1,0,1,1,1,0,1,1,1,4000,4001,1,4001,94300,94301,1,94301,23370,23371,1,23371
204019,0,1,1,1,0,1,1,1,0,1,1,1,4000,4001,1,4001,462057.05,462058.05,1,462058.05,455453.34,455454.34,1,455454.34
204042,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,266950,266951,1,266951,412640,412641,1,412641
204045,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,134660,134661,1,134661,150329,150330,1,150330
204048,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,114405.948,114406.948,1,114406.948,223764.2593,223765.2593,1,223765.2593
204126,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,70940.78,70941.78,1,70941.78,289926.42,289927.42,1,289927.42
204156,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,36726,36727,1,36727,123855,123856,1,123856
204218,0,1,1,1,0,1,1,1,0,1,1,1,7750,7751,1,7751,0,1,1,1,0,1,1,1
204265,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,109668,109669,1,109669,163704,163705,1,163705
204316,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,143914.64,143915.64,1,143915.64,269505.074,269506.074,1,269506.074
204318,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,226240,226241,1,226241,285025,285026,1,285026
204380,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,120353.296,120354.296,1,120354.296,134627.008,134628.008,1,134628.008
204555,0,1,1,1,0,1,1,1,0,1,1,1,4000,4001,1,4001,589571.8,589572.8,1,589572.8,349127.3,349128.3,1,349128.3
204565,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,0,1,1,1
204572,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,88143,88144,1,88144,113292,113293,1,113293
204621,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,-40920,-40919,1,-40919,65399,65400,1,65400
204639,0,1,1,1,0,1,1,1,0,1,1,1,4000,4001,1,4001,25107.95,25108.95,1,25108.95,196438.92,196439.92,1,196439.92
204682,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,62600,62601,1,62601,246180,246181,1,246181
204777,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,98970,98971,1,98971,74306,74307,1,74307
204966,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,-1900,-1899,1,-1899,86450,86451,1,86451
205261,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,68400,68401,1,68401
205557,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,167110.4,167111.4,1,167111.4,196429.65,196430.65,1,196430.65
205561,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
205566,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,215490,215491,1,215491,135106,135107,1,135107
205648,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,0,1,1,1,0,1,1,1
205649,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
205969,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,46265,46266,1,46266,44270,44271,1,44271
205975,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,346569.88,346570.88,1,346570.88
206004,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,190080,190081,1,190081,138240,138241,1,138241
206014,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,119243,119244,1,119244,150794,150795,1,150795
206252,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
206298,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
206301,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
206390,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
500557,16514.41,0.279122476,1.39687981,0.389900551,324920,0.26770275,1.107026744,0.296354103,317877,0.286071918,1.016371714,0.290755405,0,0.0000605,0.279122476,0.0000169,72110,0.221933947,0.26770275,0.059412328,350027,1.101139431,0.286071918,0.315005069
500706,0,1.30E-05,1.142671067,1.49E-05,1064000,0.437744555,1.032894723,0.45214404,1214480,0.51271693,1.024553561,0.525305956,0,1,0.000013,0.000013,1064000,0.437744555,1.032894723,0.45214404,1214480,0.51271693,1.024553561,0.525305956
501186,22670.99,2.698896029,0.512093068,1.382085949,534601,0.757869917,0.819777908,0.621285015,472230,0.574811036,1.041792906,0.59883406,37663.53,1.661280285,2.698896029,4.483622764,575229,1.075996723,0.757869917,0.815465547,509662,1.079266291,0.574811036,0.620374175
501344,0,2.04E-05,1.059490352,2.16E-05,507775.28,0.659992382,1.594430271,1.052311833,650947,1.185859332,1.554488838,1.843405095,0,1,0.0000204,0.0000204,0,0.00000197,0.659992382,0.0000013,0,0.00000154,1.185859332,0.00000182
501595,0,3.64E-05,2.144197718,7.80E-05,890344.7,1.277246741,0.543881931,0.694671424,801594.23,1.037941426,0.957136556,0.993451682,0,1,0.0000364,0.0000364,890344.7,1.277246741,0.543881931,0.694671424,801594.23,1.037941426,0.957136556,0.993451682
501609,0,1,3.89E-05,3.89E-05,80787.28,0.282245467,1.025714339,0.289503222,79127.4,0.338937749,0.73045222,0.247577831,0,1,1,1,80787.28,0.282245467,1.025714339,0.289503222,79127.4,0.338937749,0.73045222,0.247577831
501814,30000,30001,2.63E-05,0.789942769,533520,3.896671782,0.096160686,0.374706633,533520,0.366545415,1.023255798,0.375069721,0,0.0000333,30001,1,48260,0.090457545,3.896671782,0.352483364,208430,0.390670658,0.366545415,0.143198538
502125,0,4.62E-05,21638.9597,1,167840,0.408782438,2.011254745,0.822165618,392674,0.975755347,0.779467226,0.760569313,13420,13421,0.0000462,0.620223901,404365,2.409220631,0.408782438,0.984847083,465000,1.184187942,0.975755347,1.155477715
502357,0,0.000117545,0.797690529,9.38E-05,196014.35,0.720562016,1.05731009,0.76185749,269680,0.8804206,0.966688598,0.851092555,0,1,0.000117545,0.000117545,220926.75,1.127094128,0.720562016,0.812141218,324835,1.204519414,0.8804206,1.060483705
502374,20935.6,0.773233666,1.39874644,1.081557838,464360,1.026603739,1.075353385,1.103961806,444340,1.08543116,0.920118063,0.998724816,0,0.0000478,0.773233666,0.0000369,203620,0.438497204,1.026603739,0.450162869,355807,0.800754376,1.08543116,0.86916375
502386,0,4.20E-05,0.778967884,3.27E-05,0,2.36E-06,0.972270756,2.30E-06,0,2.17E-06,1.591873292,3.45E-06,0,1,0.000042,0.000042,0,0.00000236,0.972270756,0.0000023,0,0.00000217,1.591873292,0.00000345
502403,31857.48,1.927274534,0.691966212,1.333608859,811150,1.034264636,0.942233903,0.974519205,806454,0.858009843,0.999973254,0.857986894,37537.7685,1.178297536,1.927274534,2.270902836,576100.02,0.710226604,1.034264636,0.73456226,557121.0689,0.690828464,0.858009843,0.592737622
502438,50994.33,0.589730618,1.289093847,0.760218111,1402249,0.73486014,1.029438518,0.756493333,1081584,0.712844155,1.068070056,0.761367497,0,0.0000196,0.589730618,0.0000116,0,0.000000713,0.73486014,0.000000524,0,0.000000925,0.712844155,0.000000659
502448,0,1,1,1,820,821,4.68E-06,0.003844673,6527,0.015674239,1.048174979,0.016429346,0,1,1,1,820,821,0.00000468,0.003844673,6527,0.015674239,1.048174979,0.016429346
502452,0,1,4.13E-05,4.13E-05,169077.6,0.264749834,1.274893055,0.337527724,334479.6,0.691744883,1.326511816,0.917607761,0,1,1,1,169077.6,0.264749834,1.274893055,0.337527724,334479.6,0.691744883,1.326511816,0.917607761
502545,28000,0.987010576,28369.5035,28001,352615.984,0.434612354,2.851384663,1.239247,351573.1994,0.445379821,1.061809916,0.47290871,16240,0.580014999,0.987010576,0.572480939,328700,0.932175746,0.434612354,0.405135095,382945,1.089232374,0.445379821,0.48512212
502553,0,5.54E-05,0.31681829,1.76E-05,219598.4,0.58804354,0.598262322,0.351804294,559370,1.226903152,0.742691332,0.911210336,25816.95,25817.95,0.0000554,1.430767103,312885,1.424803529,0.58804354,0.837846511,284760,0.509073584,1.226903152,0.624583985
502556,0,1,4.53E-05,4.53E-05,54454.4,0.239634682,1.223913064,0.293292018,122731.84,0.594925821,1.028720483,0.612012379,0,1,1,1,54454.4,0.239634682,1.223913064,0.293292018,122731.84,0.594925821,1.028720483,0.612012379
502580,11786.65,0.497276873,1.127504241,0.560681783,166015,0.894716272,0.993165707,0.888601519,152150,0.902944303,1.04189508,0.940773227,0,0.0000848,0.497276873,0.0000422,58364,0.3515625,0.894716272,0.314548689,109633,0.720560496,0.902944303,0.650625995
502613,0,1,6.56E-05,6.56E-05,72631.92,0.222711926,1.078872195,0.240277704,207714.57,0.712367058,1.015764952,0.72359749,0,1,1,1,72631.92,0.222711926,1.078872195,0.240277704,207714.57,0.712367058,1.015764952,0.72359749
502672,22570,0.897668746,0.993408857,0.891752083,397138,0.446245833,1.038049259,0.463225156,391020,0.457167078,1.044668857,0.477588209,0,0.0000443,0.897668746,0.0000398,395038,0.994712179,0.446245833,0.443886164,472605,1.208646083,0.457167078,0.552553198
502686,0,5.46E-05,0.890069612,4.86E-05,273432,0.946002377,0.869735281,0.822771643,356150,1.147560274,0.893794535,1.025683102,0,1,0.0000546,0.0000546,273432,0.946002377,0.869735281,0.822771643,356150,1.147560274,0.893794535,1.025683102
502794,26320,26321,9.82E-05,2.584864293,448812.18,1.416349712,0.972242864,1.377035901,456168.548,1.142252044,1.078051904,1.231406991,0,0.000038,26321,1,117957.06,0.262822184,1.416349712,0.372248124,150392.645,0.329688042,1.142252044,0.37658684
502796,0,2.35E-05,42512.0717,1,236700,0.435777815,1.519067454,0.661975896,306974,0.701554195,0.914202856,0.641362849,0,1,0.0000235,0.0000235,236700,0.435777815,1.519067454,0.661975896,306974,0.701554195,0.914202856,0.641362849
502808,37947.9,37948.9,3.55E-05,1.348474144,854979,0.960642554,0.777678005,0.747070585,792696,0.574124198,1.003885251,0.576354814,49010.1,1.29150252,37948.9,49011.1,963866.8293,1.127357165,0.960642554,1.082987267,918846,1.159140252,0.574124198,0.665490467
502813,9092.93,9093.93,1,9093.93,172431,2.327304924,0.867096742,2.017998517,184680,1.311205034,0.991406998,1.299937847,0,0.000109963,9093.93,1,78523,0.455391111,2.327304924,1.059833974,202755,1.097871465,1.311205034,1.439534591
502826,0,1,1,1,1430165.01,1.310090695,0.994189526,1.302478447,1354028.75,0.781714828,0.91844918,0.717965342,0,1,1,1,1430165.01,1.310090695,0.994189526,1.302478447,1354028.75,0.781714828,0.91844918,0.717965342
502850,26320,26321,0.000106558,2.80471952,483436,0.724261081,0.62245108,0.450817092,463600,0.343208833,1.057553912,0.362961844,0,0.000038,26321,1,483436,0.724261081,0.62245108,0.450817092,463600,0.343208833,1.057553912,0.362961844
502863,17686.6667,0.34046524,1.138258924,0.387537598,219003.8694,0.393018442,1.039826433,0.408670964,251978.3934,0.492271051,1.028085112,0.506096539,25000,1.413470777,0.34046524,0.481237667,0,0.00000457,0.393018442,0.00000179,0,0.00000397,0.492271051,0.00000195
502865,16000,8.884508606,0.062256613,0.553119417,275700,2.108879598,0.400290634,0.844164751,274415,0.864877404,1.059604699,0.916428161,12160,0.760014999,8.884508606,6.7523598,263190,0.954624757,2.108879598,2.013188673,287495,1.047664859,0.864877404,0.906101663
502933,23500,0.876896736,2.496508639,2.189180276,604060,1.102748694,1.223319851,1.349014369,617313,1.229986645,0.923155749,1.135469242,0,0.0000426,0.876896736,0.0000373,78300,0.129624326,1.102748694,0.142943056,262015,0.424445258,1.229986645,0.522061999
502953,22908.8,0.509931279,1.248833265,0.636819144,352261,0.980466407,1.01188426,0.992118524,353979,0.997946313,1.001064258,0.999008386,28140,1.228338964,0.509931279,0.626368459,308446,0.875618148,0.980466407,0.858514179,296134,0.836586813,0.997946313,0.834868726
502963,29380,0.511588141,1.212146157,0.620119599,528960,0.32185097,1.135956858,0.365608816,509960,0.478205052,1.16065477,0.555030975,0,0.000034,0.511588141,0.0000174,273220,0.516523903,0.32185097,0.166243719,369512,0.724590704,0.478205052,0.346502935
604250,0,3.77E-05,1.936408462,7.30E-05,144989.2,0.515867649,1.181448126,0.609470867,227575,0.849447413,1.062310629,0.902377015,14999,15000,0.0000377,0.56515286,274976.2,1.896522662,0.515867649,0.978354687,267358,1.174811931,0.849447413,0.997940955
604451,30520,30521,1.45E-05,0.442326923,1131032,2.344299484,0.209588907,0.491339167,1066938.92,0.754091782,0.675901813,0.509692002,40940,1.341404279,30521,40941,1290939.04,1.14138141,2.344299484,2.675739849,1208337.528,1.132527245,0.754091782,0.854029488
604795,0,1.75E-05,2.558418672,4.47E-05,2216386.8,1.106421965,0.99226218,1.097860671,2117145.6,1,1.103448222,1.103448222,0,1,0.0000175,0.0000175,2216386.8,1.106421965,0.99226218,1.097860671,2117145.6,1,1.103448222,1.103448222
604935,0,5.54E-05,0.316891348,1.76E-05,287189.5,0.76903907,0.598395203,0.46018929,540787,1.185918375,0.742905875,0.881025727,22660,22661,0.0000554,1.255718524,397800,1.385146793,0.76903907,1.065232001,388960,0.719248578,1.185918375,0.852970104
605107,24310,0.985306503,24673.5406,24311,436050,1.091470555,1.257000839,1.371979403,408000,0.996446018,0.710909593,0.708383033,14210,0.584550204,0.985306503,0.575961117,374850,0.859649445,1.091470555,0.938282056,433500,1.062499847,0.996446018,1.058723741
